ZIP,CITY,COUNTY,STATE
77386,Spring,Montgomery,Texas
78504,Mcallen,Hidalgo,Texas
79928,El Paso,El Paso,Texas
78852,Eagle Pass,Maverick,Texas
78586,San Benito,Cameron,Texas
77015,Houston,Harris,Texas
75149,Mesquite,Dallas,Texas
75098,Wylie,Dallas,Texas
78223,San Antonio,Bexar,Texas
77375,Tomball,Harris,Texas
77088,Houston,Harris,Texas
75287,Dallas,Dallas,Texas
75071,Mc Kinney,Collin,Texas
75007,Carrollton,Denton,Texas
78207,San Antonio,Bexar,Texas
77082,Houston,Harris,Texas
77089,Houston,Harris,Texas
75061,Irving,Dallas,Texas
77469,Richmond,Fort Bend,Texas
78247,San Antonio,Bexar,Texas
75025,Plano,Collin,Texas
77546,Friendswood,Galveston,Texas
75216,Dallas,Dallas,Texas
76051,Grapevine,Tarrant,Texas
79907,El Paso,El Paso,Texas
77070,Houston,Harris,Texas
77081,Houston,Harris,Texas
75115,Desoto,Dallas,Texas
78550,Harlingen,Cameron,Texas
75080,Richardson,Dallas,Texas
77099,Houston,Harris,Texas
75074,Plano,Collin,Texas
78741,Austin,Travis,Texas
76119,Fort Worth,Tarrant,Texas
76549,Killeen,Bell,Texas
78748,Austin,Travis,Texas
75006,Carrollton,Dallas,Texas
76133,Fort Worth,Tarrant,Texas
76542,Killeen,Bell,Texas
78227,San Antonio,Bexar,Texas
77388,Spring,Harris,Texas
76116,Fort Worth,Tarrant,Texas
75023,Plano,Collin,Texas
78744,Austin,Travis,Texas
78233,San Antonio,Bexar,Texas
75062,Irving,Dallas,Texas
77406,Richmond,Fort Bend,Texas
75104,Cedar Hill,Dallas,Texas
78665,Sandy,Blanco,Texas
78526,Brownsville,Cameron,Texas
78758,Austin,Travis,Texas
75126,Forney,Kaufman,Texas
78155,Seguin,Guadalupe,Texas
77044,Houston,Harris,Texas
78704,Austin,Travis,Texas
77064,Houston,Harris,Texas
77581,Pearland,Brazoria,Texas
78201,San Antonio,Bexar,Texas
78537,Donna,Hidalgo,Texas
78840,Del Rio,Val Verde,Texas
77040,Houston,Harris,Texas
75028,Flower Mound,Denton,Texas
75060,Irving,Dallas,Texas
78041,Laredo,Webb,Texas
77511,Alvin,Brazoria,Texas
76017,Arlington,Tarrant,Texas
77093,Houston,Harris,Texas
79424,Lubbock,Lubbock,Texas
75093,Plano,Collin,Texas
77539,Dickinson,Galveston,Texas
77060,Houston,Harris,Texas
77080,Houston,Harris,Texas
78043,Laredo,Webb,Texas
76210,Denton,Denton,Texas
75165,Waxahachie,Ellis,Texas
78230,San Antonio,Bexar,Texas
78213,San Antonio,Bexar,Texas
78258,San Antonio,Bexar,Texas
77055,Houston,Harris,Texas
79109,Amarillo,Randall,Texas
77075,Houston,Harris,Texas
79762,Odessa,Ector,Texas
78253,San Antonio,Bexar,Texas
77338,Humble,Harris,Texas
78216,San Antonio,Bexar,Texas
75024,Plano,Collin,Texas
76131,Fort Worth,Tarrant,Texas
78759,Austin,Travis,Texas
75044,Garland,Dallas,Texas
75050,Grand Prairie,Dallas,Texas
76108,Fort Worth,Tarrant,Texas
78582,Rio Grande City,Starr,Texas
77901,Victoria,Victoria,Texas
75019,Coppell,Dallas,Texas
75703,Tyler,Smith,Texas
78209,San Antonio,Bexar,Texas
75013,Allen,Collin,Texas
76112,Fort Worth,Tarrant,Texas
76502,Temple,Bell,Texas
75220,Dallas,Dallas,Texas
78412,Corpus Christi,Nueces,Texas
79705,Midland,Midland,Texas
77042,Houston,Harris,Texas
77057,Houston,Harris,Texas
77382,Spring,Montgomery,Texas
78589,San Juan,Hidalgo,Texas
78154,Schertz,Guadalupe,Texas
77471,Rosenberg,Fort Bend,Texas
78221,San Antonio,Bexar,Texas
77074,Houston,Harris,Texas
75154,Red Oak,Ellis,Texas
78040,Laredo,Webb,Texas
75051,Grand Prairie,Dallas,Texas
77090,Houston,Harris,Texas
79927,El Paso,El Paso,Texas
78414,Corpus Christi,Nueces,Texas
78413,Corpus Christi,Nueces,Texas
77034,Houston,Harris,Texas
77583,Rosharon,Brazoria,Texas
78415,Corpus Christi,Nueces,Texas
75231,Dallas,Dallas,Texas
79423,Lubbock,Lubbock,Texas
75081,Richardson,Dallas,Texas
77339,Humble,Harris,Texas
77007,Houston,Harris,Texas
75063,Irving,Dallas,Texas
78108,Cibolo,Guadalupe,Texas
78028,Kerrville,Kerr,Texas
77073,Houston,Harris,Texas
79707,Midland,Midland,Texas
76106,Fort Worth,Tarrant,Texas
78109,Converse,Bexar,Texas
76248,Keller,Tarrant,Texas
79925,El Paso,El Paso,Texas
76262,Roanoke,Denton,Texas
76513,Belton,Bell,Texas
77063,Houston,Harris,Texas
77705,Beaumont,Jefferson,Texas
76706,Waco,Mclennan,Texas
77642,Port Arthur,Jefferson,Texas
75042,Garland,Dallas,Texas
78237,San Antonio,Bexar,Texas
78232,San Antonio,Bexar,Texas
75206,Dallas,Dallas,Texas
79763,Odessa,Ector,Texas
78573,Mission,Hidalgo,Texas
77506,Pasadena,Harris,Texas
78610,Buda,Hays,Texas
77377,Tomball,Harris,Texas
77092,Houston,Harris,Texas
75075,Plano,Collin,Texas
77489,Missouri City,Fort Bend,Texas
77389,Spring,Harris,Texas
77502,Pasadena,Harris,Texas
77024,Houston,Harris,Texas
78749,Austin,Travis,Texas
78552,Harlingen,Cameron,Texas
75069,Mc Kinney,Collin,Texas
77087,Houston,Harris,Texas
77065,Houston,Harris,Texas
78210,San Antonio,Bexar,Texas
75224,Dallas,Dallas,Texas
76180,North Richland Hills,Tarrant,Texas
77014,Houston,Harris,Texas
77571,La Porte,Harris,Texas
78539,Edinburg,Hidalgo,Texas
75248,Dallas,Dallas,Texas
77004,Houston,Harris,Texas
78218,San Antonio,Bexar,Texas
75234,Dallas,Dallas,Texas
75077,Lewisville,Denton,Texas
76065,Midlothian,Ellis,Texas
77354,Magnolia,Montgomery,Texas
77035,Houston,Harris,Texas
77365,Porter,Montgomery,Texas
76522,Copperas Cove,Coryell,Texas
78626,Georgetown,Williamson,Texas
77045,Houston,Harris,Texas
76002,Arlington,Tarrant,Texas
77049,Houston,Harris,Texas
79915,El Paso,El Paso,Texas
77493,Katy,Harris,Texas
75089,Rowlett,Dallas,Texas
76123,Fort Worth,Tarrant,Texas
76904,San Angelo,Tom Green,Texas
77381,Spring,Montgomery,Texas
77009,Houston,Harris,Texas
77320,Huntsville,Walker,Texas
75501,Texarkana,Bowie,Texas
76039,Euless,Tarrant,Texas
78006,Boerne,Kendall,Texas
77076,Houston,Harris,Texas
75701,Tyler,Smith,Texas
77477,Stafford,Fort Bend,Texas
76021,Bedford,Tarrant,Texas
78723,Austin,Travis,Texas
77066,Houston,Harris,Texas
78628,Georgetown,Williamson,Texas
77520,Baytown,Harris,Texas
77067,Houston,Harris,Texas
75087,Rockwall,Rockwall,Texas
76014,Arlington,Tarrant,Texas
79720,Big Spring,Howard,Texas
78516,Alamo,Hidalgo,Texas
79107,Amarillo,Potter,Texas
77008,Houston,Harris,Texas
78242,San Antonio,Bexar,Texas
75214,Dallas,Dallas,Texas
78705,Austin,Travis,Texas
77535,Dayton,Liberty,Texas
78634,Hutto,Williamson,Texas
75904,Lufkin,Angelina,Texas
77351,Livingston,Polk,Texas
76013,Arlington,Tarrant,Texas
77301,Conroe,Montgomery,Texas
78217,San Antonio,Bexar,Texas
78229,San Antonio,Bexar,Texas
79416,Lubbock,Lubbock,Texas
77079,Houston,Harris,Texas
76227,Aubrey,Denton,Texas
78570,Mercedes,Hidalgo,Texas
77041,Houston,Harris,Texas
76001,Arlington,Tarrant,Texas
79761,Odessa,Ector,Texas
77530,Channelview,Harris,Texas
79904,El Paso,El Paso,Texas
77304,Conroe,Montgomery,Texas
75032,Rockwall,Rockwall,Texas
75238,Dallas,Dallas,Texas
77017,Houston,Harris,Texas
77803,Bryan,Brazos,Texas
78211,San Antonio,Bexar,Texas
77096,Houston,Harris,Texas
77047,Houston,Harris,Texas
77515,Angleton,Brazoria,Texas
75229,Dallas,Dallas,Texas
79701,Midland,Midland,Texas
77536,Deer Park,Harris,Texas
76016,Arlington,Tarrant,Texas
76110,Fort Worth,Tarrant,Texas
77038,Houston,Harris,Texas
76705,Waco,Mclennan,Texas
78750,Austin,Travis,Texas
76901,San Angelo,Tom Green,Texas
77053,Houston,Harris,Texas
77590,Texas City,Galveston,Texas
75241,Dallas,Dallas,Texas
76040,Euless,Tarrant,Texas
75232,Dallas,Dallas,Texas
76092,Southlake,Tarrant,Texas
78023,Helotes,Bexar,Texas
77340,Huntsville,Walker,Texas
76903,San Angelo,Tom Green,Texas
76018,Arlington,Tarrant,Texas
76117,Haltom City,Tarrant,Texas
76182,North Richland Hills,Tarrant,Texas
75604,Longview,Gregg,Texas
78132,New Braunfels,Comal,Texas
78244,San Antonio,Bexar,Texas
75041,Garland,Dallas,Texas
76053,Hurst,Tarrant,Texas
77016,Houston,Harris,Texas
76140,Fort Worth,Tarrant,Texas
78717,Austin,Williamson,Texas
78727,Austin,Travis,Texas
77033,Houston,Harris,Texas
75204,Dallas,Dallas,Texas
76548,Harker Heights,Bell,Texas
75605,Longview,Gregg,Texas
75901,Lufkin,Angelina,Texas
75010,Carrollton,Denton,Texas
78418,Corpus Christi,Nueces,Texas
76543,Killeen,Bell,Texas
76107,Fort Worth,Tarrant,Texas
76401,Stephenville,Erath,Texas
75038,Irving,Dallas,Texas
77532,Crosby,Harris,Texas
78602,Bastrop,Bastrop,Texas
79605,Abilene,Taylor,Texas
75208,Dallas,Dallas,Texas
76049,Granbury,Hood,Texas
78363,Kingsville,Kleberg,Texas
77706,Beaumont,Jefferson,Texas
77566,Lake Jackson,Brazoria,Texas
77833,Brenham,Washington,Texas
77355,Magnolia,Montgomery,Texas
77023,Houston,Harris,Texas
75189,Royse City,Rockwall,Texas
76020,Azle,Tarrant,Texas
78332,Alice,Jim Wells,Texas
78617,Del Valle,Travis,Texas
77630,Orange,Orange,Texas
77071,Houston,Harris,Texas
77039,Houston,Harris,Texas
78212,San Antonio,Bexar,Texas
75078,Prosper,Collin,Texas
78729,Austin,Williamson,Texas
77086,Houston,Harris,Texas
78746,Austin,Travis,Texas
76201,Denton,Denton,Texas
75119,Ennis,Ellis,Texas
77005,Houston,Harris,Texas
75110,Corsicana,Navarro,Texas
77025,Houston,Harris,Texas
75240,Dallas,Dallas,Texas
78410,Corpus Christi,Nueces,Texas
75455,Mount Pleasant,Titus,Texas
78102,Beeville,Bee,Texas
79930,El Paso,El Paso,Texas
75181,Mesquite,Dallas,Texas
79932,El Paso,El Paso,Texas
77018,Houston,Harris,Texas
77904,Victoria,Victoria,Texas
76240,Gainesville,Cooke,Texas
77345,Humble,Harris,Texas
76708,Waco,Mclennan,Texas
77022,Houston,Harris,Texas
76087,Weatherford,Parker,Texas
77091,Houston,Harris,Texas
77357,New Caney,Montgomery,Texas
75702,Tyler,Smith,Texas
78214,San Antonio,Bexar,Texas
79601,Abilene,Taylor,Texas
75230,Dallas,Dallas,Texas
78239,San Antonio,Bexar,Texas
78731,Austin,Travis,Texas
79106,Amarillo,Potter,Texas
76132,Fort Worth,Tarrant,Texas
75022,Flower Mound,Denton,Texas
76036,Crowley,Tarrant,Texas
77356,Montgomery,Montgomery,Texas
75254,Dallas,Dallas,Texas
75766,Jacksonville,Cherokee,Texas
75252,Dallas,Dallas,Texas
76226,Argyle,Denton,Texas
75212,Dallas,Dallas,Texas
79072,Plainview,Hale,Texas
76114,Fort Worth,Tarrant,Texas
77062,Houston,Harris,Texas
77598,Webster,Harris,Texas
79934,El Paso,El Paso,Texas
78754,Austin,Travis,Texas
76034,Colleyville,Tarrant,Texas
77020,Houston,Harris,Texas
78259,San Antonio,Bexar,Texas
78260,San Antonio,Bexar,Texas
77662,Vidor,Orange,Texas
77061,Houston,Harris,Texas
77021,Houston,Harris,Texas
76134,Fort Worth,Tarrant,Texas
77316,Montgomery,Montgomery,Texas
76033,Cleburne,Johnson,Texas
75088,Rowlett,Dallas,Texas
78411,Corpus Christi,Nueces,Texas
77380,Spring,Montgomery,Texas
78724,Austin,Travis,Texas
77478,Sugar Land,Fort Bend,Texas
76012,Arlington,Tarrant,Texas
78757,Austin,Travis,Texas
76209,Denton,Denton,Texas
78238,San Antonio,Bexar,Texas
79706,Midland,Midland,Texas
77802,Bryan,Brazos,Texas
75048,Sachse,Dallas,Texas
75160,Terrell,Kaufman,Texas
76712,Woodway,Mclennan,Texas
75503,Texarkana,Bowie,Texas
75090,Sherman,Grayson,Texas
78222,San Antonio,Bexar,Texas
77545,Fresno,Fort Bend,Texas
77385,Conroe,Montgomery,Texas
75219,Dallas,Dallas,Texas
79606,Abilene,Taylor,Texas
76801,Brownwood,Brown,Texas
75482,Sulphur Springs,Hopkins,Texas
75662,Kilgore,Gregg,Texas
77504,Pasadena,Harris,Texas
75092,Sherman,Grayson,Texas
75205,Dallas,Dallas,Texas
79602,Abilene,Taylor,Texas
76710,Waco,Mclennan,Texas
76048,Granbury,Hood,Texas
77503,Pasadena,Harris,Texas
77043,Houston,Harris,Texas
76006,Arlington,Tarrant,Texas
76208,Denton,Denton,Texas
78653,Manor,Travis,Texas
78380,Robstown,Nueces,Texas
77505,Pasadena,Harris,Texas
78114,Floresville,Wilson,Texas
76148,Fort Worth,Tarrant,Texas
77414,Bay City,Matagorda,Texas
75180,Mesquite,Dallas,Texas
78621,Elgin,Bastrop,Texas
75253,Dallas,Dallas,Texas
79703,Midland,Midland,Texas
76544,Killeen,Bell,Texas
76504,Temple,Bell,Texas
76086,Weatherford,Parker,Texas
78702,Austin,Travis,Texas
75460,Paris,Lamar,Texas
75082,Richardson,Dallas,Texas
79603,Abilene,Taylor,Texas
76126,Fort Worth,Tarrant,Texas
79118,Amarillo,Randall,Texas
77327,Cleveland,Liberty,Texas
77054,Houston,Harris,Texas
75094,Plano,Collin,Texas
75020,Denison,Grayson,Texas
76109,Fort Worth,Tarrant,Texas
77632,Orange,Orange,Texas
78224,San Antonio,Bexar,Texas
79407,Lubbock,Lubbock,Texas
76011,Arlington,Tarrant,Texas
77006,Houston,Harris,Texas
77586,Seabrook,Harris,Texas
76111,Fort Worth,Tarrant,Texas
75218,Dallas,Dallas,Texas
77578,Manvel,Brazoria,Texas
78801,Uvalde,Uvalde,Texas
78624,Fredericksburg,Gillespie,Texas
78148,Universal City,Bexar,Texas
76052,Haslet,Tarrant,Texas
76105,Fort Worth,Tarrant,Texas
79764,Odessa,Ector,Texas
77019,Houston,Harris,Texas
77056,Houston,Harris,Texas
76135,Fort Worth,Tarrant,Texas
77551,Galveston,Galveston,Texas
75803,Palestine,Anderson,Texas
79015,Canyon,Randall,Texas
75134,Lancaster,Dallas,Texas
77550,Galveston,Galveston,Texas
79413,Lubbock,Lubbock,Texas
75225,Dallas,Dallas,Texas
77627,Nederland,Jefferson,Texas
75602,Longview,Gregg,Texas
78503,Mcallen,Hidalgo,Texas
79905,El Paso,El Paso,Texas
75237,Dallas,Dallas,Texas
77657,Lumberton,Hardin,Texas
76205,Denton,Denton,Texas
76115,Fort Worth,Tarrant,Texas
75771,Lindale,Smith,Texas
77026,Houston,Harris,Texas
78728,Austin,Travis,Texas
78382,Rockport,Aransas,Texas
78739,Austin,Travis,Texas
78747,Austin,Travis,Texas
78752,Austin,Travis,Texas
77303,Conroe,Montgomery,Texas
79065,Pampa,Gray,Texas
79902,El Paso,El Paso,Texas
76009,Alvarado,Johnson,Texas
78703,Austin,Travis,Texas
76067,Mineral Wells,Palo Pinto,Texas
76082,Springtown,Parker,Texas
75039,Irving,Dallas,Texas
75159,Seagoville,Dallas,Texas
76058,Joshua,Johnson,Texas
75116,Duncanville,Dallas,Texas
75964,Nacogdoches,Nacogdoches,Texas
75146,Lancaster,Dallas,Texas
77012,Houston,Harris,Texas
75137,Duncanville,Dallas,Texas
76308,Wichita Falls,Wichita,Texas
77384,Conroe,Montgomery,Texas
78734,Austin,Travis,Texas
77401,Bellaire,Harris,Texas
77069,Houston,Harris,Texas
76008,Aledo,Parker,Texas
75142,Kaufman,Kaufman,Texas
77013,Houston,Harris,Texas
76310,Wichita Falls,Wichita,Texas
78584,Roma,Starr,Texas
76574,Taylor,Williamson,Texas
79110,Amarillo,Randall,Texas
75401,Greenville,Hunt,Texas
77037,Houston,Harris,Texas
79045,Hereford,Deaf Smith,Texas
79414,Lubbock,Lubbock,Texas
77302,Conroe,Montgomery,Texas
77541,Freeport,Brazoria,Texas
78133,Canyon Lake,Comal,Texas
75235,Dallas,Dallas,Texas
78644,Lockhart,Caldwell,Texas
77048,Houston,Harris,Texas
78374,Portland,San Patricio,Texas
76104,Fort Worth,Tarrant,Texas
77707,Beaumont,Jefferson,Texas
77027,Houston,Harris,Texas
78654,Marble Falls,Burnet,Texas
75236,Dallas,Dallas,Texas
76120,Fort Worth,Tarrant,Texas
78735,Austin,Travis,Texas
75402,Greenville,Hunt,Texas
77031,Houston,Harris,Texas
79714,Andrews,Andrews,Texas
77085,Houston,Harris,Texas
75407,Princeton,Collin,Texas
79415,Lubbock,Lubbock,Texas
79403,Lubbock,Lubbock,Texas
77979,Port Lavaca,Calhoun,Texas
75965,Nacogdoches,Nacogdoches,Texas
79935,El Paso,El Paso,Texas
75215,Dallas,Dallas,Texas
77029,Houston,Harris,Texas
78732,Austin,Travis,Texas
78404,Corpus Christi,Nueces,Texas
76541,Killeen,Bell,Texas
76031,Cleburne,Johnson,Texas
75249,Dallas,Dallas,Texas
77378,Willis,Montgomery,Texas
78620,Dripping Springs,Hays,Texas
75670,Marshall,Harrison,Texas
79119,Amarillo,Randall,Texas
75201,Dallas,Dallas,Texas
77011,Houston,Harris,Texas
77028,Houston,Harris,Texas
78566,Los Fresnos,Cameron,Texas
75203,Dallas,Dallas,Texas
76528,Gatesville,Coryell,Texas
75233,Dallas,Dallas,Texas
79336,Levelland,Hockley,Texas
77059,Houston,Harris,Texas
78219,San Antonio,Bexar,Texas
77051,Houston,Harris,Texas
78737,Austin,Travis,Texas
77868,Navasota,Grimes,Texas
75751,Athens,Henderson,Texas
76015,Arlington,Tarrant,Texas
77587,South Houston,Harris,Texas
77437,El Campo,Wharton,Texas
77575,Liberty,Liberty,Texas
78261,San Antonio,Bexar,Texas
76501,Temple,Bell,Texas
78220,San Antonio,Bexar,Texas
79360,Seminole,Gaines,Texas
76234,Decatur,Wise,Texas
79412,Lubbock,Lubbock,Texas
77656,Silsbee,Hardin,Texas
79765,Odessa,Ector,Texas
76118,Fort Worth,Tarrant,Texas
75672,Marshall,Harrison,Texas
75409,Anna,Collin,Texas
77318,Willis,Montgomery,Texas
77447,Hockley,Harris,Texas
75801,Palestine,Anderson,Texas
77531,Clute,Brazoria,Texas
75652,Henderson,Rusk,Texas
78751,Austin,Travis,Texas
78064,Pleasanton,Atascosa,Texas
77058,Houston,Harris,Texas
76266,Sanger,Denton,Texas
79108,Amarillo,Potter,Texas
75961,Nacogdoches,Nacogdoches,Texas
79903,El Paso,El Paso,Texas
78738,Austin,Travis,Texas
78416,Corpus Christi,Nueces,Texas
79549,Snyder,Scurry,Texas
75951,Jasper,Jasper,Texas
78015,Boerne,Bexar,Texas
75601,Longview,Gregg,Texas
77640,Port Arthur,Jefferson,Texas
76707,Waco,Mclennan,Texas
77568,La Marque,Galveston,Texas
77078,Houston,Harris,Texas
77619,Groves,Jefferson,Texas
77002,Houston,Harris,Texas
79029,Dumas,Moore,Texas
76164,Fort Worth,Tarrant,Texas
76103,Fort Worth,Tarrant,Texas
78070,Spring Branch,Comal,Texas
77801,Bryan,Brazos,Texas
78405,Corpus Christi,Nueces,Texas
75474,Quinlan,Hunt,Texas
75001,Addison,Dallas,Texas
76306,Wichita Falls,Wichita,Texas
75057,Lewisville,Denton,Texas
75223,Dallas,Dallas,Texas
77591,Texas City,Galveston,Texas
78580,Raymondville,Willacy,Texas
77905,Victoria,Victoria,Texas
78255,San Antonio,Bexar,Texas
76301,Wichita Falls,Wichita,Texas
76207,Denton,Denton,Texas
75418,Bonham,Fannin,Texas
77032,Houston,Harris,Texas
75103,Canton,Van Zandt,Texas
77488,Wharton,Wharton,Texas
76643,Hewitt,Mclennan,Texas
75773,Mineola,Wood,Texas
75143,Kemp,Kaufman,Texas
77510,Santa Fe,Galveston,Texas
78225,San Antonio,Bexar,Texas
77328,Cleveland,Liberty,Texas
78248,San Antonio,Bexar,Texas
75209,Dallas,Dallas,Texas
79007,Borger,Hutchinson,Texas
76367,Iowa Park,Wichita,Texas
77713,Beaumont,Jefferson,Texas
75707,Tyler,Smith,Texas
77445,Hempstead,Waller,Texas
75169,Wills Point,Van Zandt,Texas
77372,Splendora,Montgomery,Texas
75009,Celina,Collin,Texas
78726,Austin,Travis,Texas
79772,Pecos,Reeves,Texas
78557,Hidalgo,Hidalgo,Texas
79735,Fort Stockton,Pecos,Texas
77703,Beaumont,Jefferson,Texas
77098,Houston,Harris,Texas
78612,Cedar Creek,Bastrop,Texas
75647,Gladewater,Gregg,Texas
78861,Hondo,Medina,Texas
75935,Center,Shelby,Texas
76247,Justin,Denton,Texas
77306,Conroe,Montgomery,Texas
75791,Whitehouse,Smith,Texas
76022,Bedford,Tarrant,Texas
76302,Wichita Falls,Wichita,Texas
77701,Beaumont,Jefferson,Texas
75644,Gilmer,Upshur,Texas
76550,Lampasas,Lampasas,Texas
78121,La Vernia,Wilson,Texas
78559,La Feria,Cameron,Texas
75244,Dallas,Dallas,Texas
77422,Brazoria,Brazoria,Texas
75686,Pittsburg,Camp,Texas
75633,Carthage,Panola,Texas
77336,Huffman,Harris,Texas
78676,Wimberley,Hays,Texas
76450,Graham,Young,Texas
78076,Zapata,Zapata,Texas
76309,Wichita Falls,Wichita,Texas
78611,Burnet,Burnet,Texas
78669,Spicewood,Travis,Texas
78163,Bulverde,Comal,Texas
78061,Pearsall,Frio,Texas
79556,Sweetwater,Nolan,Texas
75757,Bullard,Smith,Texas
77651,Port Neches,Jefferson,Texas
75654,Henderson,Rusk,Texas
75065,Lake Dallas,Denton,Texas
77441,Fulshear,Fort Bend,Texas
77708,Beaumont,Jefferson,Texas
77474,Sealy,Austin,Texas
79331,Lamesa,Dawson,Texas
75762,Flint,Smith,Texas
78629,Gonzales,Gonzales,Texas
77423,Brookshire,Waller,Texas
78642,Liberty Hill,Williamson,Texas
76426,Bridgeport,Wise,Texas
76054,Hurst,Tarrant,Texas
78204,San Antonio,Bexar,Texas
75979,Woodville,Tyler,Texas
78575,Olmito,Cameron,Texas
76905,San Angelo,Tom Green,Texas
76384,Vernon,Wilbarger,Texas
75167,Waxahachie,Ellis,Texas
79849,San Elizario,El Paso,Texas
76354,Burkburnett,Wichita,Texas
78721,Austin,Travis,Texas
77836,Caldwell,Burleson,Texas
77808,Bryan,Brazos,Texas
78252,San Antonio,Bexar,Texas
75054,Grand Prairie,Dallas,Texas
76088,Weatherford,Parker,Texas
78578,Port Isabel,Cameron,Texas
76177,Fort Worth,Tarrant,Texas
75462,Paris,Lamar,Texas
78016,Devine,Medina,Texas
78408,Corpus Christi,Nueces,Texas
78645,Leander,Travis,Texas
77807,Bryan,Brazos,Texas
77954,Cuero,De Witt,Texas
78202,San Antonio,Bexar,Texas
77461,Needville,Fort Bend,Texas
79022,Dalhart,Dallam,Texas
75428,Commerce,Hunt,Texas
75785,Rusk,Cherokee,Texas
79316,Brownfield,Terry,Texas
75551,Atlanta,Cass,Texas
78256,San Antonio,Bexar,Texas
77030,Houston,Harris,Texas
78336,Aransas Pass,San Patricio,Texas
79835,Canutillo,El Paso,Texas
78538,Edcouch,Hidalgo,Texas
78065,Poteet,Atascosa,Texas
76667,Mexia,Limestone,Texas
75835,Crockett,Houston,Texas
75570,New Boston,Bowie,Texas
77563,Hitchcock,Galveston,Texas
76085,Weatherford,Parker,Texas
77068,Houston,Harris,Texas
77484,Waller,Waller,Texas
79103,Amarillo,Potter,Texas
77518,Bacliff,Galveston,Texas
78701,Austin,Travis,Texas
75645,Gilmer,Upshur,Texas
78945,La Grange,Fayette,Texas
77995,Yoakum,Lavaca,Texas
77562,Highlands,Harris,Texas
78264,San Antonio,Bexar,Texas
78576,Penitas,Hidalgo,Texas
76645,Hillsboro,Hill,Texas
77418,Bellville,Austin,Texas
75454,Melissa,Collin,Texas
75706,Tyler,Smith,Texas
77094,Houston,Harris,Texas
76692,Whitney,Hill,Texas
76078,Rhome,Wise,Texas
78362,Ingleside,San Patricio,Texas
75704,Tyler,Smith,Texas
75862,Trinity,Trinity,Texas
79410,Lubbock,Lubbock,Texas
78736,Austin,Travis,Texas
76657,Mc Gregor,Mclennan,Texas
79404,Lubbock,Lubbock,Texas
76711,Waco,Mclennan,Texas
75494,Winnsboro,Wood,Texas
77547,Galena Park,Harris,Texas
76230,Bowie,Montague,Texas
79102,Amarillo,Potter,Texas
79070,Perryton,Ochiltree,Texas
75650,Hallsville,Harrison,Texas
76273,Whitesboro,Grayson,Texas
78730,Austin,Travis,Texas
77625,Kountze,Hardin,Texas
78003,Bandera,Bandera,Texas
77003,Houston,Harris,Texas
78957,Smithville,Bastrop,Texas
78387,Sinton,San Patricio,Texas
79901,El Paso,El Paso,Texas
79756,Monahans,Ward,Texas
78063,Pipe Creek,Bandera,Texas
78368,Mathis,San Patricio,Texas
77612,Buna,Jasper,Texas
75442,Farmersville,Collin,Texas
76102,Fort Worth,Tarrant,Texas
76567,Rockdale,Milam,Texas
75861,Tennessee Colony,Anderson,Texas
76084,Venus,Johnson,Texas
78942,Giddings,Lee,Texas
78231,San Antonio,Bexar,Texas
78839,Crystal City,Zavala,Texas
76311,Sheppard Afb,Wichita,Texas
75956,Kirbyville,Jasper,Texas
78733,Austin,Travis,Texas
78616,Dale,Caldwell,Texas
75021,Denison,Grayson,Texas
79124,Amarillo,Potter,Texas
78639,Kingsland,Llano,Texas
75758,Chandler,Henderson,Texas
77957,Edna,Jackson,Texas
75495,Van Alstyne,Grayson,Texas
76424,Breckenridge,Stephens,Texas
78756,Austin,Travis,Texas
78543,Elsa,Hidalgo,Texas
75210,Dallas,Dallas,Texas
77565,Kemah,Galveston,Texas
76571,Salado,Bell,Texas
78112,Elmendorf,Bexar,Texas
76539,Kempner,Lampasas,Texas
78073,Von Ormy,Bexar,Texas
77611,Bridge City,Orange,Texas
77554,Galveston,Galveston,Texas
78725,Austin,Travis,Texas
76060,Kennedale,Tarrant,Texas
78009,Castroville,Medina,Texas
75941,Diboll,Angelina,Texas
77964,Hallettsville,Lavaca,Texas
76249,Krum,Denton,Texas
76655,Lorena,Mclennan,Texas
75949,Huntington,Angelina,Texas
75076,Pottsboro,Grayson,Texas
79382,Wolfforth,Lubbock,Texas
78648,Luling,Caldwell,Texas
78834,Carrizo Springs,Dimmit,Texas
77480,Sweeny,Brazoria,Texas
77371,Shepherd,San Jacinto,Texas
77331,Coldspring,San Jacinto,Texas
76704,Waco,Mclennan,Texas
75783,Quitman,Wood,Texas
79922,El Paso,El Paso,Texas
79401,Lubbock,Lubbock,Texas
76442,Comanche,Comanche,Texas
78226,San Antonio,Bexar,Texas
75684,Overton,Rusk,Texas
79830,Alpine,Brewster,Texas
75789,Troup,Smith,Texas
76661,Marlin,Falls,Texas
76520,Cameron,Milam,Texas
76446,Dublin,Erath,Texas
75207,Dallas,Dallas,Texas
75708,Tyler,Smith,Texas
79766,Odessa,Ector,Texas
79364,Slaton,Lubbock,Texas
75140,Grand Saline,Van Zandt,Texas
79510,Clyde,Callahan,Texas
77864,Madisonville,Madison,Texas
78257,San Antonio,Bexar,Texas
77486,West Columbia,Brazoria,Texas
79512,Colorado City,Mitchell,Texas
76043,Glen Rose,Somervell,Texas
76634,Clifton,Bosque,Texas
75135,Caddo Mills,Hunt,Texas
78013,Comfort,Kendall,Texas
79201,Childress,Childress,Texas
75657,Jefferson,Marion,Texas
